location_id,location_name,latitude,longitude
3409430,"Mansarovar Sector-12, Jaipur - RSPCB",26.843698,75.766894
3409431,"Digari Kalan, Jodhpur - RSPCB",26.29581,73.082283
3409432,"Sector-2 Murlipura, Jaipur - RSPCB",26.960669,75.771817
3409433,"RIICO Sitapura, Jaipur - RSPCB",26.786682,75.827928
3409435,"Gavalinagar, Pimpri Chinchwad - MPCB",18.63673,73.82487
3409436,"Park Street Wakad, Pimpri Chinchwad - MPCB",18.59051,73.77946
3409437,"Thergaon, Pimpri Chinchwad - MPCB",18.616318,73.765797
3409438,"Katraj Dairy, Pune - MPCB",18.45445,73.854155
3409439,"Savitribai Phule Pune University, Pune - MPCB",18.547056,73.826908
3409440,"Shivaji University, Kolhapur - MPCB",16.6870449,74.2505872
3409441,"Sinchan Bhavan, Kolhapur - MPCB",16.7143745,74.2426398
3409442,"Pratap Nagar, Bhilwara - RSPCB",25.339605,74.618883
3409443,"New Colony, Bundi - RSPCB",25.435774,75.644272
3409444,"Sadar Bazar, Jaisalmer - RSPCB",26.912329,70.909168
3409445,"Mandor, Jodhpur - RSPCB",26.358805,73.047444
3409446,"Vijay Nagar, Sangli - MPCB",16.843813,74.615091
3409447,"Bamboliya, Baran - RSPCB",25.106006,76.469948
3409448,"Ratandeep Housing Society, Solapur - MPCB",17.65439,75.90649
3409449,"Dnyaneshwar Nagar, Solapur - MPCB",17.6336264,75.9132495
3409450,"Karni Colony, Nagaur - RSPCB",27.213494,73.734444
3409451,"Pandav Nagari, Nashik - MPCB",19.9591346,73.7788008
3409452,"Sawe Wadi, Latur - MPCB",18.39963,76.57452
3409453,"MIDC Ambad, Nashik - MPCB",19.95022,73.73148
3409455,"Kamble Tarf Birwadi, Mahad - MPCB",18.1023399,73.4783687
3409456,"Ramdaspeth, Akola - MPCB",20.719516,77.000253
3409458,"Shivneri Colony, Amravati - MPCB",20.9402359,77.7895248
3409459,"Shri Shivaji Science College, Amaravati - MPCB",20.939198,77.765701
3409460,"MIDC Chilkalthana, Aurangabad - MPCB",19.87562,75.38731
3409461,"Rachnakar Colony, Aurangabad - MPCB",19.863756,75.321188
3409462,"Prabhat Colony, Jalgaon - MPCB",21.001264,75.565602
3409463,"Old MIDC, Jalna - MPCB",19.854616,75.905894
3409464,"Ambazari, Nagpur - MPCB",21.121801,79.04952
3409465,"Ram Nagar, Nagpur - MPCB",21.143383,79.048912
3409466,"Masoom Colony, Parbhani - MPCB",19.265594,76.761463
3409467,"Sneh Nagar, Nanded - MPCB",19.173852,77.296291
3409468,"Mahal, Nagpur - MPCB",21.14472,79.107595
3409469,"Kasarvadavali, Thane - MPCB",19.26777,72.97182
3409470,"Katrap, Badlapur - MPCB",19.16485,73.23409
3409471,"Sector-2E Kalamboli, Navi Mumbai - MPCB",19.02579,73.10297
3409472,"Upvan Fort, Thane - MPCB",19.222279,72.957979
3409473,"Deopur, Dhule - MPCB",20.918946,74.776388
3409474,"Mahesh Nagar, Malegaon - MPCB",20.555712,74.529236
3409475,"Tondare-Taloja, Navi Mumbai - MPCB",19.063,73.1209
3409476,"CBD Belapur, Belapur - MPCB",19.0243902,73.0406721
3409477,"Kopripada-Vashi, Navi Mumbai - MPCB",19.090337,73.014232
3409478,"Bhayandar West, Mira-Bhayandar - MPCB",19.296481,72.840923
3409479,"Mindspace-Malad West, Mumbai - MPCB",19.1878657,72.8304069
3409480,"Bolinj, Virar - MPCB",19.445821,72.7988231
3409481,"Khaira, Boisar - MPCB",19.786089,72.757971
3409482,"Bandra Kurla Complex, Mumbai - MPCB",19.065931,72.862131
3409483,"Chembur, Mumbai - MPCB",19.0364585,72.8954371
3409484,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",19.235581,73.159121
3409485,"Gokul Nagar, Bhiwandi - MPCB",19.309073,73.057223
3409486,"Kherwadi_Bandra East, Mumbai - MPCB",19.0632143,72.8456324
3409487,"Sanpada, Navi Mumbai - MPCB",19.0575752,73.0151367
3409488,"Suhagi, Jabalpur - JMC",23.218135,79.95777
3409489,"Gupteshwar, Jabalpur - JMC",23.142888,79.916147
3409492,"HB Colony, Vijayawada - APPCB",16.536107,80.594233
3409493,"Rajiv Gandhi Park, Vijayawada - APPCB",16.509717,80.612222
3409494,"Bhoiwada, Dungarpur - RSPCB",23.837789,73.714926
3409495,"Mudtra Sili, Jalore - RSPCB",25.344694,72.626208
3409498,"Residency Area, Indore - IMC",22.7084,75.8815
3409499,"Regional Park, Indore - MPPCB",22.678,75.8559
3409501,"Airport Area, Indore - IMC",22.7289,75.8076
3409502,"Kalidaspur, Balasore - OSPCB",21.51161,86.89088
3409503,"Forest Office, Barbil - OSPCB",22.1166054,85.3945546
3409504,"Hakimapada, Angul - OSPCB",20.832874,85.104082
3409505,"Lingraj Mandir, Bhubaneswar - OSPCB",20.24079,85.836784
3409506,"CDA Area, Cuttack - OSPCB",20.48891,85.84768
3409507,"Ferro Chrome Colony, Byasanagar - OSPCB",20.94185,86.1151
3409508,"Patia, Bhubaneswar - OSPCB",20.34652,85.8163
3409509,"SVSPA Campus, Barrackpore - WBPCB",22.7605581,88.3617589
3409510,"Byculla, Mumbai - BMC",18.9767,72.838
3409511,"Shivaji Nagar, Mumbai - BMC",19.060498,72.923356
3409512,"Kandivali West, Mumbai - BMC",19.215859,72.831718
3409513,"Sewri, Mumbai - BMC",19.000084,72.85673
3409514,"Ghatkopar, Mumbai - BMC",19.083694,72.920967
3409515,"Govindh Bhavan Colony, Jabalpur - MPPCB",23.163174,79.973061
3409516,"SIPCOT Nathampannai, Pudukottai - TNPCB",10.423417,78.784889
3409518,"Rajiv Nagar, Vijayawada - APPCB",16.554731,80.64911
3409519,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",28.207266,76.829265
3409520,"PCBL Residential Complex, Durgapur - WBPCB",23.508764,87.35444
3409521,"Evelyn Lodge, Asansol - WBPCB",23.697936,86.944395
3409522,"Mahabir Colliery, Asansol - WBPCB",23.618183,87.105718
3409523,"Bhumkar Nagar, Pune - IITM",18.60577,73.749976
3409524,"Botanical Garden, Howrah - WBPCB",22.554954,88.292568
3409525,"Trivenidevi Bhalotia College, Asansol - WBPCB",23.616515,87.119133
3409527,"SIPCOT Industrial Park, Perundurai - TNPCB",11.258242,77.552761
3409528,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",18.614767,73.799516
3409529,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",23.567923,87.306843
3409530,"Dasnagar, Howrah - WBPCB",22.6025571,88.3105664
