location_id,location_name,latitude,longitude
3409406,"Nayapura, Kota - RSPCB",25.196024,75.855668
3409407,"Shastri Nagar, Tonk - RSPCB",26.159933,75.780517
3409408,"Shivaji Nagar, Rishikesh - UKPCB",30.075911,78.2859547
3409409,"Govt. Girls Inter College, Kashipur - UKPCB",29.2124114,78.9611753
3409410,"Vedhaynath Colony, Sirohi - RSPCB",24.885261,72.857549
3409411,"Christianpatty, Nagaon - PCBA",26.349082,92.68449
3409412,"Dhanmandi, Kota - RSPCB",25.16409,75.858137
3409413,"Idgah Hills, Bhopal - MPPCB",23.264759,77.381568
3409414,"Vijay Nagar Scheme-78, Indore - Glenmark",22.76726,75.8871
3409415,"Sardar Patel Nagar, Dhanbad - JSPCB",23.80569,86.44268
3409416,"Rati Talai, Banswara - RSPCB",23.55519,74.44001
3409417,"Shastri Nagar, Chittorgarh - RSPCB",24.892047,74.623527
3409418,"Khatikan Mohalla, Dausa - RSPCB",26.895552,76.334753
3409419,"Railway Colony, Barmer - RSPCB",25.747299,71.393989
3409420,"Housing Board, Hanumangarh - RSPCB",29.61075,74.283608
3409421,"Sahu Nagar, Sawai Madhopur - RSPCB",26.031443,76.359327
3409422,"Indra Nagar, Jhunjhunu - RSPCB",28.108988,75.386577
3409423,"Dhoinda, Rajsamand - RSPCB",25.03636,73.883502
3409424,"Old City, Sri Ganganagar - RSPCB",29.931624,73.864511
3409425,"Jhalamand, Jodhpur - RSPCB",26.215415,73.070156
3409426,"Pragati Nagar, Pratapgarh - RSPCB",24.041198,74.780702
3409427,"Radhakishan Pura, Sikar - RSPCB",27.608912,75.153302
3409428,"Satyawati Vihar, Karauli - RSPCB",26.506177,77.025989
3409429,"Rajlaxmi Nagar, Jhalawar - RSPCB",24.588397,76.172782
